filename,width,height,class,xmin,ymin,xmax,ymax
SR-72.jpg,1676,926,military aircraft,58,101,1387,823
SSDMa3b.jpg,900,760,military helicopter,20,386,285,553
STAluxuryTaxiOnline.jpg,830,460,civilian car,11,207,549,443
Scorpion.jpg,4128,2322,military tank,245,54,3302,2187
Screenshot_2019-05-02-12-54-29-032_com.android.chrome-1024x693.jpg,1024,693,military truck,74,57,902,620
Sea-Hawk-1.jpg,1000,667,military helicopter,20,32,681,567
Serbian-Helicopter-Pintyerest.jpg,660,440,military helicopter,165,66,410,291
Serving20the20Global20Market.jpg,957,695,military helicopter,302,64,489,280
Sherman20Tank.jpg,320,240,military tank,39,61,222,172
Sherman20tank20at20Armourgeddon.jpg,326,245,military tank,15,39,317,229
Sikorsky-CH-53E-Super-Stallion-730x482.jpg,730,482,military helicopter,93,119,606,434
Sikorsky-CH-53E-Super-Stallion-USMC-730x487.jpg,730,487,military helicopter,63,56,609,287
Sikorsky-MH-60R-Seahawk.jpg,1200,800,military helicopter,51,184,1103,681
Sikorsky_combat_rescue_chopper.5d8cdf024d276.jpg,1800,1200,military helicopter,348,552,1044,1109
Skylare-2-in-1-Combat-SDL675529523-1-5fe49.jpg,850,995,military tank,136,569,828,894
Sluban-Army-Tank-158-Pieces-SDL738411486-2-d6f95.jpg,1500,1125,military tank,169,89,1427,917
Sluban-Military-Tank-Lego-Toy-Image-1_0.jpg,700,500,military tank,91,283,389,474
Sluban-Military-Tank-Lego-Toy-Image-3_0.jpg,700,500,military truck,8,140,695,465
Sluban-Military-Tank-Lego-Toy-Image-4.jpg,700,500,military truck,317,188,498,294
Smerch_multiple_rocket_launcher_system_Indian_India_army_001.jpg,800,600,military truck,47,53,753,490
South-Korea-said-it-scrambled-F-15K-jets-to-deal-with-an-airspace-violation-by-a-Russian-military-aircraft-AFP.jpg,768,490,military aircraft,90,160,520,397
Stallion-Gypsy-Jonga-Indian-Military.jpg,528,241,military truck,13,111,178,210
Stallion_Indian_Army.jpg,1920,1080,military truck,115,256,1613,887
Stallion_truck_6x6_Ashok_Leyland_India_Indian_defence_industry_military_technology_640.jpg,640,456,military truck,12,25,622,410
Sukhoi_Su-24_inflight_Mishin-1.jpg,1200,801,military aircraft,11,211,1130,595
T-50A-plane-top-view-airport-Lockheed-Martin_1920x1440.jpg,1920,1440,military aircraft,291,17,1444,1075
T-55FrontandTopviewresize.jpg,913,554,military tank,46,99,476,439
T-72A_tank_on_parade.jpg,3000,3277,military tank,31,403,2904,3197
T-90S.jpg,4272,2848,military tank,580,343,4124,2432
T-90_Main_Battle_Tank_6.jpg,675,220,military tank,348,90,656,208
T16_Gun_Carrier.jpg,1200,800,military tank,31,128,1131,700
T54-1-400x400.jpg,400,400,military tank,31,100,394,322
T5520in20Armourgeddon20Museum.jpg,418,313,military tank,18,84,398,304
T55AM2.jpg,1200,800,military tank,166,125,1165,691
T815IndiaTank.jpg,500,351,military truck,30,50,363,306
T90-Tank-Russia.jpg,1920,1200,military tank,225,223,1330,1053
TAK2034-2.jpg,900,590,military tank,273,207,878,443
TASS_17539246.jpg,1360,765,military helicopter,188,208,599,366
TDM10_scene-31f99199e13710abb04a467eb730b2af.jpg,330,247,military tank,24,65,323,232
TOS.jpg,1600,1133,military tank,217,573,1485,1030
TR01007-4.jpg,653,900,military truck,115,113,525,329
TUSK_00.jpg,2160,1400,military tank,233,383,1797,978
Taaza-Garam-Kids-RC-Super-FoRCe-Military-Truck-With-Missiles-Remote-Control-Truck_11704544_5190e778e16033564c6230379cb2c02f_t.jpg,616,320,military truck,13,11,601,286
Taigentigerbuild2755128.jpg,500,308,military tank,8,8,486,284
Taigentigerbuild2755129.jpg,500,305,military tank,10,5,493,293
Tank-America-tank-9ba3e91fad910c3_9ba3ea94-a4b9-f039-c746612a0d3c06fb.jpg,725,483,military tank,14,135,706,441
Tank-foto-2.jpg,1340,1000,military tank,83,153,1078,746
Tank-image.jpg,1181,599,military tank,246,108,902,514
Tank-wallpapers-2.jpg,3000,2175,military tank,152,174,2927,1987
Tanks(1).jpg,800,450,military tank,268,206,796,416
Tanks-Alot-Tank-Driving-Experiences-2S1.jpg,1005,698,military tank,46,157,857,548
Tata-45X-Concept-Top-View.jpg,800,542,civilian car,151,118,675,428
Tata-Armored-Personnel-Carrier-4X4-1.jpg,620,376,military truck,12,18,598,324
Tata_Motors_contract_to_supply_around_1200_6x6_military_trucks_to_Indian_Army_640_001.jpg,640,480,military truck,180,10,595,442
Tatra-truck-Reuters4.jpg,380,285,military truck,28,60,356,261
TatraIndiafoto2.jpg,715,431,military truck,207,131,634,403
Tatra_Truck_T815_8x8_idet_2007_Czech_Republic_brno_001.jpg,800,600,military truck,55,88,729,555
Tesla-Cybertruck-vs-Rivian-R1T.jpg,2753,1101,civilian car,1476,193,2725,959
Tesla-Model-X-AAA-610x330.jpg,610,330,civilian car,98,77,508,309
The-10-Most-Bizarre-Tanks-Ever-Built-1(1).jpg,800,509,military tank,452,271,793,498
The-M1-Abrams-Premier-Battle-Tank-780x476.jpg,780,476,military tank,13,92,463,379
The-most-efficient-commercial-jet-in-the-world.jpg,2000,1131,civilian aircraft,54,561,1824,961
This-Destructive-Surely-Not.jpg,1024,512,military tank,465,152,987,418
Thunderstorm-1385x430.jpg,1385,430,civilian aircraft,225,90,1159,411
Top-Left-Quarter-reduced.jpg,3000,2000,military tank,154,371,2720,1938
TopView.jpg,1366,737,military helicopter,424,110,1040,710
Toyota-Supra-Matte-Gray-Top-View-2020.jpg,1280,855,civilian car,92,18,1227,782
Tunguska.jpg,2816,1880,military tank,108,430,2602,1753
Tupolev201542028Wikimedia20Commons20-20Adrian20Pingstone29.jpg,750,500,civilian aircraft,46,126,668,425
Turkish20tank20on20border20with20Afrin20Reuters-620x330.jpg,620,330,military tank,35,26,421,293
Turkish_Air_Force_CASA_CN-235-100M_-_Bidini-1170x610.jpg,1170,610,military aircraft,5,28,1137,497
Type-59-Tank-image-1.jpg,2000,2817,military tank,303,221,1965,2208
Type_10_mbt_maint_battle_tank_japan_japonese_army_defence_industry_640_001.jpg,640,427,military tank,58,55,607,416
Type_99_MBT_rear.jpg,4154,2363,military tank,288,463,4114,2062
Types-of-Vehicle..jpg,1500,1750,military helicopter,892,877,1165,1075
U2spyplane.jpg,800,450,military aircraft,25,41,790,380
UA-737-MAX-9.jpg,980,653,civilian aircraft,58,154,946,572
UH-60_2nd_Squadron2C_2nd_Cavalry_Regiment_28cropped29.jpg,3783,2635,military helicopter,192,548,3380,2360
US-Navy-Bill-Mesta.jpg,800,533,military helicopter,100,26,590,211
US-military-plane-crashes-in-Afghanistan-killing-at-least-12-609404.jpg,590,350,military aircraft,6,51,575,313
US-troops-Afghanistan-696x392.jpg,696,392,military helicopter,271,74,442,203
USA-military-helicopter-crashed-Plaster-City-California-news-latest-941090.jpg,590,350,military helicopter,106,47,431,308
USAF-JASON-MINTO.jpg,800,533,military aircraft,26,215,776,439
USAF-Jerry-Morrison.jpg,800,533,military aircraft,208,141,791,383
US_Marine_Corps_030224-M-XT622-034_USMC_M923_286X629_5-ton_cargo_truck_heads_a_convoy_departing_Camp_Matilda2C_Kuwait_crop.jpg,866,655,military truck,36,30,851,608
UnitedandVA_32315_281673506245929.jpg,3000,1978,civilian aircraft,225,1021,2824,1593
Untitled-10-640x400.jpg,640,400,military helicopter,148,101,490,251
Untitled-40.jpg,970,545,military truck,115,169,681,507
Untitled-design-2019-08-02T175015.694-866x487.jpg,866,487,military truck,474,165,825,455
Usaf.c5.galaxy.750pix.jpg,1211,800,military aircraft,207,55,1084,765
V18I6.jpg,1000,1284,military helicopter,319,559,613,822
VEH.jpg,660,497,military truck,29,100,333,434
VIEP-200200-ARSENAL-01-1200x0-c-default.jpg,1200,675,military helicopter,150,106,1055,637
VOBL_Ramp_DSC_1081_1920px_WM.jpg,1920,1280,civilian aircraft,1181,226,1896,708
Vajra.jpg,660,440,military tank,78,164,460,408
Van_Home_Page_Box.v.FIN2.ENGLISH.jpg,595,670,civilian car,229,419,444,662
Vector-Car-35-Top-View-Vector-Cars-TopCarsView-affiliate.jpg,735,490,civilian car,19,17,703,463
Vehicle_Factory_Jabalpur_28VFJ2927s_Stallion_Truck_for_the_Indian_Army.jpg,4200,3000,military truck,146,270,3783,2682
Vehicles_850x460_acf_cropped.jpg,850,460,civilian car,9,108,834,455
Venus-Planet-of-Toys-Remote-SDL170304142-1-7f051.jpg,850,995,military tank,320,565,753,788
Venus-Planet-of-Toys-Remote-SDL170304142-3-f6ab8.jpg,850,995,military tank,49,293,755,646
Vertigo-Covers-Hero-commercial.jpg,2000,1235,civilian aircraft,117,72,1687,1153
VeteransDisplaysJPG.jpg,572,414,military helicopter,278,14,501,149
Volalt_series_trucks_MZKT_Belarus_Belarussian_defence_industry_military_technology_640_001.jpg,640,480,military truck,77,140,572,439
Volkswagen-Beetle-India-top-view.jpg,700,370,civilian car,84,19,629,333
Vstank-Large-Scale-1-24-Electric-T72-Tank-BB-Airsoft-Remote-Control-Tanks-Climb-50-Degree.jpg,750,750,military tank,16,23,666,702
WEB_NH_MCARTHER_MAR_26TH_tnb_3.jpg,960,544,military aircraft,211,143,637,284
WPL-C24-Radio-Controlled-Cars-Off-Road-RC-Car-1-16-RC-Crawler-Military-Truck-Electric.jpg,800,800,civilian car,46,155,788,695
WWII-US-35mm-Recognition-Slide-Negative-Panzer-UK.jpg,372,400,military tank,75,119,302,292
WWII-US-GI-Photo-Close-Up-View.jpg,400,254,military tank,32,29,358,227
WWIIJeepWindshield.jpg,600,450,military tank,29,28,532,424
War-tank-cad-block-front-view-tank-elevation-tank-layout-tank-layout-and-tank-side-view-autocad-drawing.jpg,618,468,military tank,320,265,593,394
Watch-Size-Comparison-Video-of-Passenger-Aircraft-Commercial-Aircraft-Airliner-.jpg,720,380,civilian aircraft,5,58,620,123
Waymo_self-driving_car_side_view.jpg,800,450,civilian car,35,53,769,436
WhatsApp-Image-2019-03-25-at-1.35.14-PM-696x392.jpg,696,392,military helicopter,1,35,465,385
WhatsApp20Image202019-10-1120at2019.35.232028429.jpg,1160,652,civilian car,129,27,953,545
Why-Are-Commercial-Airplanes-White-_493536652-Jag_cz-760x506.jpg,760,506,civilian aircraft,51,163,707,435
XH0zj.jpg,320,213,civilian aircraft,3,9,288,205
Y2020281292028129.jpg,1260,826,military tank,45,40,1116,778
YAM-XT600E-X5-0911-01.jpg,1752,1168,civilian car,78,81,1563,1078
YK_958-S.jpg,400,300,military truck,92,63,379,215
YYkjPxx3sGA.jpg,2560,1341,military tank,270,283,2148,1058
Yak130TopView.jpg,921,705,military aircraft,100,23,813,682
Yes-You-Read-That-Right-1024x631.jpg,1024,631,military tank,45,68,951,594
Z-8L_3view.jpg,753,1600,military helicopter,41,1209,709,1438
ZRH_06_04_10-05.jpg,6048,4032,civilian aircraft,1067,1460,5187,2342
ZTZ99_Type_99_WZ123_main_battle_tank_heavy_armoured_vehicle_Chinese_Army_China_line_drawing_blueprint_001.jpg,590,442,military tank,196,258,570,428
_100300374_gettyimages-477389793.jpg,660,371,military tank,16,31,582,301
_103476582_6af98702-2d80-4646-a20e-5af48f89c986.jpg,660,371,military tank,54,27,595,206
_103481832_049373589.jpg,1024,576,military aircraft,6,122,993,399
_107715692_gettyimages-1159570665.jpg,660,371,military tank,354,93,574,235
_107981154_gettyimages-185701027.jpg,410,230,military aircraft,39,6,356,202
_107999522_hi055470907.jpg,976,549,military tank,76,178,683,449
_109898488_mediaitem109898487.jpg,1024,576,military helicopter,316,32,776,383
_110072566_gettyimages-1134568783.jpg,410,230,military aircraft,29,5,368,151
_57608873_drone.jpg,1024,576,military helicopter,182,119,855,403
_83539969_b47a9225-6db2-4f83-975d-576edf0279e6.jpg,660,371,military aircraft,39,41,589,302
_90482169_a1648047-7a18-441a-923c-c44260e5b19e.jpg,410,230,military aircraft,83,36,326,149
_98332434_mediaitem98332433.jpg,660,371,military helicopter,175,9,442,115
a-modern-jet-passenger-blue-plane-on-the-runway-view-from-above-a-KJJ4DD.jpg,1300,859,civilian aircraft,119,18,828,741
a-right-front-view-of-four-helicopters-flying-in-formation-top-to-bottom-a-a586ce-1600.jpg,1215,1600,military helicopter,234,750,1124,1135
a-top-view-of-helicopter-flat-line-icon-vector-7454448.jpg,1000,1080,military helicopter,151,200,805,851
a-vertical-reenlistment-poster-depicting-a-nondescript-background-and-in-the-57a427-1600.jpg,1280,1600,military helicopter,218,173,1070,1305
a09f76c0-06e0-4a6b-9d30-78f95f8c29d6.jpg,700,447,military aircraft,5,87,697,335
a22d86f0fa13488db8d9d84f45c35967.jpg,512,341,military aircraft,155,109,368,183
a320-bloce.jpg,1305,950,civilian aircraft,8,395,1294,799
a330-cover.jpg,640,360,civilian aircraft,86,138,576,246
a380-eps-vector_csp37053342.jpg,446,470,civilian aircraft,42,13,396,405
a417728c-357e-4d32-8cab-31ff507081bb.jpg,1000,1000,military truck,81,121,828,688
a5df2b4184b04c64bf2346654caed930_400x400.jpg,400,400,civilian car,29,196,357,354
a734368ab5b6b4fa653f667ecd6ef867.jpg,1500,1012,civilian aircraft,97,335,1461,844
a833-512.jpg,512,512,military aircraft,101,161,413,360
aOa3RO-TopView.jpg,720,720,military helicopter,66,7,658,654
aa-Cover-2tus99qvv3khuhlg58fvoou7q4-20170711100422.Medi.jpg,800,448,military aircraft,225,149,784,358
aa-Cover-dp8temr9iqbm88t4vd1dg71go4-20170607170753.Medi.jpg,800,448,military aircraft,24,121,760,368
aa-Cover-f5p44f4kmkqbtvmd46d3v3ujr0-20191105175626.jpg,400,224,civilian aircraft,22,28,381,147
aa-Cover-s1meecc6pju2pm8ncnta8bdii3-20161124014656.jpg,400,224,military truck,151,16,327,221
ab-army-tank.jpg,1862,1048,military tank,381,351,1690,788
abandoned-il-76-airplane.jpg,550,348,military aircraft,141,157,446,248
abrams-1800x1200.jpg,621,414,civilian aircraft,70,57,604,360
ac13501m36_1.jpg,1600,1200,military tank,131,162,1448,1169
accident-in-nainital_1511377842.jpg,674,506,military truck,272,7,670,500
admin-ajax-400x300.jpg,400,300,military tank,41,30,385,239
aedc-helo.jpg,602,499,military helicopter,31,75,600,319
aerial-top-view-of-an-f-15c-eagle-the-fighter-plane-was-on-a-mission-to-escort-0a0934-1600.jpg,1076,1600,military aircraft,85,197,941,1366
aerial-view-of-the-plane-in-the-autumn-forest-top-view-beautiful-autumn-landscape-with-a-plane-PWRDDR.jpg,1300,820,military aircraft,392,108,1218,678
afdae01e-d024-11e9-9cec-db56b3c139e7_image_hires_062135.jpg,768,768,civilian aircraft,7,164,762,474
afghan-military-helicopter-crash-kills-four-officials.jpg,1200,900,military helicopter,397,232,857,519
afghan-war-rs.jpg,1024,552,military helicopter,567,8,769,218
afp_1bd6tq-e1575946874823.jpg,815,612,military aircraft,89,240,723,417
afp_1g75ad.jpg,1800,1200,civilian aircraft,601,246,1794,711
agustawestland-apache-boeing-ah-64-apache-military-helicopter-boeing-ch-47-chinook-png-favpng-PTTuHzGQtDGGga7SEkzRd6Kgz.jpg,820,474,military helicopter,287,141,612,442
ah-1_top.jpg,1600,768,military helicopter,53,176,1532,559
ah-1y-viper-3295086-1170x610.jpg,1170,610,military helicopter,652,137,1083,294
ah-1z.jpg,2689,1985,military helicopter,34,381,2320,1782
ah-64-helicopter.jpg,2500,1667,military helicopter,1030,222,2484,1410
ah-64a-proifle-image22.jpg,1500,750,military helicopter,55,164,1418,532
ah-64e-apache-helicopter-kunduz-afghanistan-3442310-1170x610.jpg,1170,610,military helicopter,42,73,865,461
ah.jpg,1350,1732,military helicopter,40,961,1297,1485
ah1z_viper.jpg,600,400,military helicopter,160,113,537,284
ah56topview.jpg,389,292,military helicopter,39,12,381,279
ah_64e.jpg,600,400,military helicopter,54,43,446,353
aicjetscorp_aircraft_lease.jpg,1200,370,civilian aircraft,240,42,1159,343
aid289231-v4-728px-Identify-a-Commercial-Aircraft-Step-2Bullet2.jpg,728,546,civilian aircraft,96,52,496,197
air_c17_top_lg.jpg,800,520,military aircraft,71,21,708,453
airbus-h145-helicopters-EXPH-1745-48.jpg,2250,1500,military helicopter,6,31,2215,1460
airbus-helicopters-nhindustries-nh90-medium-lift-transport-helicopter.jpg,1000,688,military helicopter,1,81,977,648
airbustookan.jpg,768,480,military aircraft,43,136,751,365
aircraft-circle.jpg,345,345,civilian aircraft,10,80,343,279
aircraft-top-view-civil-and-military-image_csp72631374.jpg,450,303,civilian aircraft,346,125,446,251
aircraft2.jpg,634,254,military aircraft,26,19,605,226
aircraft_0.jpg,1368,756,civilian aircraft,217,32,1357,708
airlines_1550001588067_1556536510974.jpg,600,337,civilian aircraft,167,185,592,328
airplane-drawing-plane-png-top-view-games-1084x610.jpg,1084,610,military aircraft,5,128,1077,490
airplane-flat-style-white-background-top-view-front-vi-side-vector-illustration-73059208.jpg,1300,957,civilian aircraft,34,68,744,856
airplane-isolated-top-front-view-plner-53261261.jpg,1300,1130,civilian aircraft,152,318,1144,1008
airplane-on-wooden-floor-background-top-stock-illustration_csp57139569.jpg,450,193,civilian aircraft,231,1,429,147
airplane-png-top-view-10.jpg,268,285,civilian aircraft,2,1,262,278
airplane-runway-top-view-flat-vector-illustration-airplane-runway-top-view-159179257.jpg,800,533,civilian aircraft,207,21,662,511
airplane-seamless-pattern-background-vector-illustration-top-view-plane-and-aircraft-transportation-travel-way-design-journey-object.jpg,561,581,civilian aircraft,352,77,475,246
airplane-silhouettetop-view-jet-eps-vector_csp52624383.jpg,450,470,civilian aircraft,49,28,395,418
airplane-sky-commercial-airplane-top-view-view-above-vector-96058507.jpg,1300,1390,civilian aircraft,175,114,1145,1141
airplane-top-view-airplane-vector-17249019.jpg,1000,1080,civilian aircraft,24,53,953,973
airplane-top-view-airplane-vector.jpg,1200,1296,civilian aircraft,31,19,1182,1164
airplane-top-view-and-aircraft-vector-17659902.jpg,1000,1080,civilian aircraft,112,44,603,466
airplane-top-view-eps-vector_csp55282647.jpg,444,470,civilian aircraft,65,49,379,393
airplane-top-view-line-icon-concept-airplane-top-view-flat-vector-symbol-sign-outline-illustration-T1G0EY.jpg,1300,1085,civilian aircraft,17,7,1292,974
airplane-top-view-passenger-or-commercial-jet-boarding-pass-and-passport-paper-world-map-cartography-and-geography-aircrfat-lat-style-journey-or-T4T5WM.jpg,1300,1238,civilian aircraft,256,257,997,1018
airplane-top-view-seamless-vector-17748775.jpg,1000,1080,military aircraft,353,282,652,721
airplane-top-view-vector-illustration-high-detaled-airplane-airline-concept-travel-passenger-illustration_csp52788928.jpg,180,195,civilian aircraft,22,23,164,156
airplane-top-view-vector-illustration-holiday-trip-flying-passenger-jet-transportation-commercial-79942635.jpg,1300,1390,civilian aircraft,146,41,830,665
airplane-top-view_23-2147514517.jpg,626,626,civilian aircraft,115,62,504,573
airplane-topview-symbol-m1ehyj.jpg,368,320,civilian aircraft,10,13,365,289
airplane-travel-sky-travel-vacation-b0112e-1024.jpg,1024,768,civilian aircraft,345,199,1010,456
airplane-vector-illustration-top-view-clip-art__k56363657.jpg,450,470,civilian aircraft,112,201,332,408
airplanes-aircrafts-helicopters-set-air-260nw-1503096545.jpg,260,280,civilian aircraft,204,71,259,131
airplanes-and-military-aircraft-top-view-3d-vector-18919023.jpg,1000,860,civilian aircraft,661,128,987,392
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,civilian aircraft,325,308,439,429
airshow-1516742_960_720.jpg,960,640,military helicopter,201,160,884,495
al_truck.jpg,591,656,military truck,38,30,556,588
aletta-wenas-helispread2-2forportfoliobox.jpg,1920,819,military helicopter,100,44,1135,468
alexandru-chirileac-m1a1-abrams-vertical-p1.jpg,1753,1765,military tank,80,1018,1625,1617
alexutemov161100281.jpg,450,450,civilian car,27,64,185,381
algeria-1.jpg,660,440,civilian aircraft,80,287,392,339
amarg-aerial-view-kc135-stratotankers.jpg,640,334,military aircraft,252,16,472,195
ambulance-car-in-traffic-jam-top-view_gg98356378.jpg,450,357,civilian car,46,83,220,172
ampaire-electric-ie_resize_md.jpg,744,419,civilian aircraft,159,159,611,285
an-air-to-air-left-side-view-of-a-38th-air-rescue-squadron-hh-60g-pave-hawk-b2e59d-640.jpg,640,427,military helicopter,167,164,581,260
an-air-to-air-left-side-view-of-a-b-1b-bomber-during-an-news-photo-1576010325.jpg,2956,1945,military aircraft,371,701,2777,1130
an-air-to-air-left-side-view-of-three-38th-air-rescue-squadron-hh-60g-pave-a18fdf-1600.jpg,1600,1067,military helicopter,612,265,1557,724
an-air-to-air-right-side-view-of-an-hh-60g-pave-hawk-helicopter-from-the-38th-53921a-640.jpg,640,417,military helicopter,210,261,556,359
an-armata-t-14-battle-tank-is-seen-during-the-victory-day-news-photo-956810882-1550085632.jpg,3851,2527,military tank,26,713,3773,2468
an-m22-locust-american-light-tank-at-bovington-tank-museum-in-the-uk-741x629.jpg,741,629,military tank,47,62,726,607
an_22.jpg,600,401,military aircraft,24,29,572,362
andre-reinhardt-proscout-mki-woodcamo-topview.jpg,1920,1080,military tank,16,161,1895,926
ani1565200543.jpg,630,420,military truck,239,183,518,413
anti-landmine-vehicles.jpg,500,300,military truck,78,53,448,246
ap_07081103964_wide-62ebfc69dbd71994d534971150313dcc37d080bd-s800-c85.jpg,800,449,military aircraft,93,88,579,223
apache-1024x683.jpg,1024,683,military helicopter,125,42,990,636
apache-final-final.jpg,875,583,military helicopter,265,161,690,514
apache-helicopter.jpg,640,360,military helicopter,85,30,545,352
apache_attack_helicopter_759.jpg,759,422,military helicopter,59,19,625,404
apache_helicopter_660x450_090319115136.jpg,660,450,military helicopter,396,187,535,271
apache_rain.jpg,640,480,military helicopter,72,63,560,356
apache_set_660x450_090319044524.jpg,660,450,military helicopter,181,7,524,257
apo-wmid-2016-053-0132-pano.jpg,1440,518,military tank,226,225,457,386
app-commercial-aircraft-small.jpg,760,538,civilian aircraft,81,59,718,453
arb-convoy-banner-01-1.jpg,3840,1820,civilian car,2745,495,3640,1402
arizona-airforce-boneyard-b1b-bombers.jpg,640,427,military aircraft,356,198,637,279
armata.jpg,600,400,military tank,9,103,587,312
armored-truck-vector-mockup-clipart__k61587600.jpg,450,264,military truck,118,15,332,105
armoured-military-truck-manufacturers-traders-dealers-supplier-in-india-1-638.jpg,638,903,military truck,115,532,239,633
armoured-vehicles.jpg,543,768,military truck,132,86,496,340
armstrong_in_lltv-2_jun_1969_s69-36906.jpg,3000,3000,military helicopter,1943,1633,2192,1993
army-1-620x400.jpg,620,400,military truck,158,95,582,379
army-3_660_101312084023.jpg,660,449,military helicopter,20,88,652,407
army-5-620x400.jpg,620,400,military truck,20,66,612,361
army-ladakh-759.jpg,759,422,military truck,147,190,334,310
army-russian-tanks-647_110116025702_0.jpg,647,404,military tank,112,75,618,375
army-tank-bccl-1.jpg,1200,900,military tank,441,416,1188,827
army-truck-500x500.jpg,354,293,military truck,9,45,347,276
army-truck-ambushed-by-suspected-ulfa-militants_c20ba4fa-af55-11e6-b961-04ee4fa7b706.jpg,640,480,military truck,255,61,631,407
army-truck-centy-for-kids-j-h-traders-original-imaezjvrrdyvyyte.jpg,832,548,military truck,59,5,828,519
army-truck-kashmir-attack-759.jpg,759,422,military truck,247,7,710,384
army-truck-toys-for-kids-military-truck-military-vehicle-army-original-imafgug6zrhn8tys.jpg,612,470,military truck,3,21,551,424
army-truck-toys-for-kids-military-truck-military-vehicle-army-original-imafgug7ugybkgec.jpg,612,491,military truck,1,3,605,459
army-trucks.jpg,1380,816,military truck,13,78,1254,645
army23.jpg,1064,715,military truck,177,243,819,636
army29.jpg,773,494,military truck,157,14,713,462
army7118342.jpg,480,321,military truck,414,85,469,143
army7118344.jpg,480,321,military truck,43,10,474,307
army7118346.jpg,480,325,military truck,100,21,466,301
army_chetak_indianarmy.nic_.in_.jpg,1200,800,military helicopter,126,101,1177,507
army_truck_man_8_136_fae_4x4_ex_army_1987_1402642.jpg,800,600,military truck,68,44,680,513
army_truck_unimog_funmog_unimog_mit_doppelkabine_doka_unimog_showcar_1996_5116237.jpg,640,480,military truck,76,38,593,407
armytank.jpg,500,279,military tank,12,41,485,243
armytanks.jpg,1200,675,military tank,321,280,1081,576
arrows_4_door_blue_car_top_view_powerpoint_slides_and_ppt_diagram_templates_1.jpg,560,420,civilian car,78,115,479,292
article-0-1A2D120D000005DC-409_964x894.jpg,964,894,civilian aircraft,181,580,948,862
article-2324886-19C952BE000005DC-518_964x623.jpg,964,623,civilian aircraft,31,21,939,589
articleLarge(1).jpg,600,330,civilian aircraft,20,6,586,239
articleLarge.jpg,600,350,military truck,286,70,527,333
article_5dce56a2213a61_46833827_large.jpg,719,420,military tank,84,89,713,391
asb0419aero1.jpg,900,550,civilian aircraft,47,36,852,479
asb0419aero5.jpg,900,550,civilian aircraft,97,41,859,367
asb0419aero8.jpg,900,550,military aircraft,33,38,887,461
ashok_leyland_stallion.jpg,600,401,military truck,91,74,574,323
asrntcvvn3zbrcjz4gs7.jpg,800,450,military tank,45,69,651,399
asset_6_2048x.jpg,1613,1075,civilian car,114,216,1548,884
attack-AH-64-Apache-reconnaissance-helicopter-prototype-form-1975.jpg,1600,1066,military helicopter,216,71,1451,940
attack-helicopters.jpg,800,550,military helicopter,40,61,772,454
attacked-indian-suspected-ambulance-leaves-sunjuwan-militants_07fc6cf4-196f-11e8-80b7-5f600041ef82.jpg,960,540,military truck,379,248,490,482
audi-2191551_960_720.jpg,960,494,civilian car,188,11,784,475
autocad-drawing-bmw-m3-coupe-top-view-vehicles-cars-dwg-dxf-209.jpg,640,360,civilian car,8,58,625,327
autocad-drawing-bmw-m5-sedan-car-5-series-top-view-vehicles-cars-dwg-dxf-213.jpg,640,360,civilian car,8,62,627,320
autocad-drawing-bmw-x5-suv-4x4-4wd-german-automobile-top-view-vehicles-cars-dwg-dxf-205.jpg,640,360,civilian car,4,63,625,329
autocad-drawing-f150-ford-pick-up-regular-cab-top-view-vehicles-cars-dwg-dxf-242.jpg,640,360,military truck,8,91,584,291
autocad-drawing-nissan-350z-sports-car-top-view-vehicles-cars-dwg-dxf-217.jpg,640,360,civilian car,11,66,598,311
avap_slide_Philippine_Airlines_Boeing_777-300ER.jpg,960,300,civilian aircraft,57,67,947,216
avap_slides_ATR72_Flybe_GFBKA.jpg,960,300,civilian aircraft,225,63,938,233
aviation-images.comUniversal-Images-Group-via-Getty-Images-6.jpg,720,478,military aircraft,89,98,705,373
avion_canadian_.f54f5055519.original.jpg,1924,1250,civilian aircraft,190,367,1691,823
b17-flying.jpg,860,659,civilian aircraft,12,17,849,580
b2e0054e0292d8e2455da713156609c51594e832.jpg,3000,2001,civilian aircraft,1164,577,2464,1800
b2spiritdsfsfss.jpg,1260,774,military aircraft,132,58,1165,717
b36-peacemakers-davis-monthan-amarg.jpg,602,480,civilian aircraft,9,324,571,470
b36f5405013ce917bbb5f28f7b0f9fcfbf5a97386900030db6e96d50b5710aa7_4108968.jpg,768,432,civilian aircraft,415,123,647,178
b5a06f0cf7a40ff6686b01833ff2951bx.jpg,1400,514,civilian car,516,195,876,337
b5m_3sbiyaaj-ii.jpg,600,456,military helicopter,93,13,511,423
b5wGbNs.jpg,1920,1080,military tank,51,230,1430,858
b777rossiyauusJPG.jpg,1000,750,civilian aircraft,31,109,990,520
b787.jpg,1800,1200,civilian aircraft,10,248,1756,1031
b84af3_b22eabd87a9f4d11bbe0d18457e48ed7.jpg,420,263,civilian aircraft,16,133,408,194
b8ce9b78b1490b2afe2a610b80463cad-700.jpg,1053,700,military aircraft,170,43,925,650
bBk7ev-TopView.jpg,720,720,military aircraft,8,22,701,664
bZorsY-TopView.jpg,720,720,military aircraft,86,2,638,703
bae-military-rv-overland-expedition-vehicle.jpg,1280,960,military truck,120,81,1157,817
